1 101 201 301 401 501 601 701 801 901 
45 171 208 321 480 503 612 794 842 910 
16 173 279 359 479 585 677 703 873 973 
91 129 203 335 452 535 604 739 837 975 
21 122 202 385 433 585 667 756 809 928 
33 118 228 327 480 508 696 713 810 985 
30 134 259 362 458 588 656 751 857 988 
96 178 271 319 455 533 666 722 872 991 
40 126 290 307 409 563 629 796 881 990 
23 153 244 340 434 571 602 752 880 991 
97 149 277 308 486 567 656 770 895 915 
93 116 294 381 435 563 646 776 838 967 
28 159 210 375 470 524 638 791 883 957 
10 104 213 320 458 523 649 781 896 923 
3 167 220 369 439 585 668 736 837 937 
51 168 299 378 417 502 631 743 896 934 
15 107 207 351 430 532 641 705 867 975 
30 128 204 338 415 506 615 737 865 931 
59 159 223 325 412 521 688 718 874 983 
56 112 251 374 414 578 630 766 803 960 
78 165 254 335 443 595 621 728 808 970 
8 129 252 365 485 507 693 729 877 927 
12 155 266 381 485 598 627 720 810 940 
58 115 295 329 429 583 639 792 813 973 
18 176 241 373 403 511 694 782 869 990 
32 152 223 317 410 590 688 787 843 943 
94 153 210 343 406 520 602 780 860 976 
64 167 282 333 469 576 668 734 869 919 
52 112 239 336 426 543 689 764 867 992 
87 164 201 345 406 517 642 779 802 931 
42 105 295 308 415 578 620 769 876 926 
39 121 277 397 469 544 638 796 826 909 
71 145 276 370 475 513 690 716 831 925 
94 177 285 377 491 542 630 780 863 910 
50 141 272 375 418 540 678 795 889 961 
37 123 233 383 403 505 608 775 809 951 
87 115 220 337 450 555 676 783 880 942 
92 139 219 325 425 543 661 773 897 918 
50 167 223 312 499 505 620 705 898 991 
83 186 221 309 477 506 676 744 808 910 
33 175 255 399 477 530 665 763 877 920 
48 131 272 383 425 568 604 722 862 948 
45 131 208 318 483 566 666 782 890 998 
51 132 299 318 413 572 604 779 886 935 
77 178 232 355 441 523 620 703 805 942 
47 197 296 376 466 567 647 749 805 902 
58 188 220 395 408 510 608 752 882 929 
87 103 236 338 496 597 610 758 843 939 
19 118 255 400 401 566 687 798 876 968 
92 119 260 319 454 556 618 751 833 943 
74 166 260 388 407 532 635 782 820 920 
13 187 260 316 477 554 679 791 871 964 
10 179 202 371 428 539 607 800 847 992 
2 103 240 363 500 532 607 796 879 996 
42 108 260 394 430 560 630 729 877 998 
99 119 268 357 452 544 651 735 825 947 
46 108 251 368 405 580 655 746 825 946 
41 102 281 350 500 533 679 714 847 903 
92 165 216 314 431 536 681 743 803 939 
89 110 228 337 411 579 667 798 847 984 
29 178 213 382 437 552 691 704 888 948 
61 157 238 397 412 505 649 797 833 969 
81 149 201 390 461 511 647 774 850 979 
72 148 299 388 459 577 700 773 810 967 
71 157 205 371 474 559 615 758 809 982 
58 119 208 314 453 572 630 753 895 998 
73 117 274 318 431 531 683 797 844 986 
31 153 224 358 454 539 695 790 816 988 
80 145 253 369 459 588 665 791 811 964 
2 196 283 353 473 586 629 753 851 996 
94 152 242 386 484 540 613 779 880 964 
89 130 221 363 500 511 636 717 899 906 
33 130 276 392 422 583 628 729 811 908 
49 154 285 338 441 541 663 778 888 966 
33 175 236 385 477 587 647 746 886 966 
97 157 212 319 404 503 641 717 847 978 
99 179 247 380 455 512 652 764 802 962 
28 134 214 366 490 598 657 740 843 911 
42 144 291 374 498 527 662 747 834 961 
33 179 285 302 426 589 694 781 825 984 
50 118 274 302 498 576 697 740 833 1000 
35 145 266 377 413 515 695 701 876 949 
35 193 300 330 449 501 635 730 814 986 
39 186 259 398 452 544 607 793 809 1000 
35 183 299 301 415 559 609 741 862 935 
55 192 290 307 429 559 661 783 826 904 
6 127 284 339 404 503 689 731 834 981 
52 132 275 347 434 509 664 722 841 936 
46 106 225 355 468 519 694 773 887 916 
26 181 235 315 500 513 657 707 896 951 
9 184 225 301 491 562 678 749 826 926 
44 129 229 394 403 514 639 783 850 903 
49 152 291 389 421 528 635 744 877 994 
33 153 283 360 443 597 684 777 847 982 
57 164 217 347 430 545 688 706 898 938 
70 153 207 383 452 522 659 728 829 985 
28 200 287 308 487 546 653 770 875 921 
37 141 253 327 405 552 693 716 835 931 
67 106 279 356 430 502 665 739 825 908 
78 114 253 357 486 577 669 769 810 903 
65 132 233 318 470 509 675 798 842 963 
8 200 206 379 438 600 627 777 856 907 
52 173 268 395 406 576 618 744 818 984 
38 156 237 372 441 516 627 717 819 922 
65 170 229 381 446 523 638 789 819 998 
58 199 262 392 478 539 680 796 890 917 
2 120 254 369 407 505 681 725 801 904 
1 119 289 372 434 595 621 750 806 984 
85 185 277 382 488 505 614 720 848 965 
83 104 255 330 419 579 689 704 838 969 
43 103 268 325 499 534 687 717 830 946 
51 134 203 303 439 595 648 785 839 997 
34 119 201 322 443 536 634 701 883 948 
80 150 229 373 470 530 656 724 877 967 
78 129 290 364 486 574 602 749 899 965 
41 182 203 400 466 525 650 760 822 995 
60 155 268 363 435 507 641 795 816 917 
59 152 215 396 423 526 666 708 837 969 
17 153 238 341 481 573 670 737 889 907 
36 163 269 334 475 553 656 762 852 915 
47 175 251 330 420 533 658 754 848 975 
63 180 220 357 484 542 656 746 849 984 
89 194 294 399 459 528 622 746 834 927 
13 130 299 353 436 583 634 770 809 969 
84 142 251 302 412 582 612 755 804 985 
6 196 204 350 429 590 676 750 866 904 
85 175 252 359 461 524 630 763 881 980 
32 132 283 398 463 512 602 756 860 905 
41 169 266 313 466 579 617 733 865 984 
3 168 284 375 474 594 654 781 890 955 
93 130 220 338 412 593 652 724 847 999 
10 152 267 358 468 554 690 704 828 921 
38 124 263 311 455 529 678 732 880 993 
48 117 280 370 404 520 621 771 874 911 
92 174 229 351 454 567 686 773 828 946 
14 178 210 313 474 532 640 743 884 913 
62 181 270 373 414 576 661 774 849 988 
5 200 243 378 439 593 622 737 893 916 
59 179 258 325 447 548 700 721 825 997 
67 143 204 336 464 559 641 707 894 956 
53 183 287 364 495 586 659 777 807 943 
15 131 242 367 448 597 663 765 833 967 
82 142 203 327 478 502 649 796 816 909 
11 192 206 334 463 549 699 770 838 927 
39 185 211 314 435 559 648 724 807 970 
3 166 282 309 469 557 605 717 812 932 
7 185 284 302 441 508 644 758 871 993 
67 105 294 357 427 554 647 723 820 974 
9 105 255 370 465 549 630 740 830 911 
40 142 213 329 477 559 699 721 895 954 
77 176 260 323 471 539 638 703 899 926 
57 110 252 385 491 575 633 745 887 988 
97 108 232 323 405 573 650 744 806 984 
99 165 286 323 415 597 614 757 807 983 
85 175 239 360 408 560 697 721 862 978 
19 164 256 369 443 536 620 784 862 939 
7 163 217 351 488 528 700 778 827 990 
18 114 277 390 433 543 603 719 889 990 
16 136 263 358 410 501 665 751 842 968 
56 185 225 356 443 581 681 739 833 989 
71 183 253 393 467 527 609 709 816 901 
10 126 272 367 407 581 606 708 810 937 
19 184 299 388 480 589 653 749 857 975 
76 124 267 385 499 527 637 733 816 907 
61 135 280 330 489 511 696 743 857 926 
10 107 213 322 417 524 669 708 801 904 
86 189 228 342 453 591 647 750 828 916 
2 160 287 398 451 558 641 726 815 966 
6 193 237 332 491 573 691 780 896 904 
45 101 299 364 459 518 619 701 815 997 
18 112 209 331 449 587 678 775 835 917 
29 145 282 362 499 519 681 704 876 945 
87 175 272 351 486 504 633 709 807 933 
65 185 267 305 439 577 622 709 899 903 
39 145 296 395 483 502 642 776 840 974 
36 145 228 310 418 553 661 789 882 1000 
75 121 261 302 461 519 620 701 803 999 
34 158 286 341 500 532 669 751 829 956 
98 153 266 345 430 536 664 761 848 954 
4 135 277 334 417 576 677 705 806 904 
56 150 261 310 493 515 643 725 830 914 
35 156 233 376 411 587 645 760 900 912 
43 148 296 322 413 507 640 738 889 997 
83 120 211 306 429 503 652 753 814 932 
48 119 273 351 430 522 691 709 811 956 
52 141 215 325 496 536 606 755 829 934 
49 166 213 358 475 531 660 769 853 930 
21 163 258 318 467 552 627 787 865 989 
95 173 297 370 447 555 649 741 837 953 
19 193 283 321 429 553 620 730 899 966 
79 161 296 396 435 518 660 722 860 985 
52 131 285 393 413 596 696 727 893 944 
88 158 201 340 472 564 697 710 852 999 
7 120 298 316 489 550 616 776 877 918 
33 168 241 387 436 568 677 757 815 976 
62 180 238 398 431 578 610 771 899 989 
40 101 242 347 482 511 638 705 881 929 
9 105 202 303 477 594 683 795 838 911 
5 130 268 368 465 520 671 769 827 913 
87 154 258 368 429 534 658 785 817 995 
18 134 257 399 435 514 637 734 827 957 
30 116 235 359 489 567 630 740 891 936 
88 172 211 378 475 564 667 774 823 964 
74 176 277 397 491 539 618 760 816 939 
50 168 221 301 416 503 658 747 807 995 
95 111 212 357 450 556 680 745 831 910 
76 159 286 399 500 538 686 781 824 944 
6 177 245 302 483 530 647 742 843 935 
93 175 245 358 431 568 620 780 860 960 
26 105 284 324 447 596 630 723 835 995 
100 164 294 387 411 574 619 740 895 918 
54 101 253 306 480 520 673 704 880 997 
83 171 253 317 478 535 692 762 836 951 
53 126 268 390 451 503 634 714 804 974 
47 138 248 387 471 555 619 739 840 956 
10 115 290 388 480 520 655 760 849 977 
52 122 299 359 458 518 690 781 822 981 
14 172 247 345 432 574 684 729 854 977 
99 162 287 357 429 526 644 751 868 921 
85 154 295 393 457 571 692 798 850 969 
55 105 296 317 407 600 633 750 856 978 
14 150 295 383 411 542 624 704 895 948 
69 139 249 333 444 565 650 786 822 943 
94 102 279 379 469 589 621 748 885 975 
4 126 213 307 450 508 602 709 861 932 
33 155 269 326 489 516 673 735 867 994 
1 129 294 351 484 531 601 740 894 960 
13 113 247 310 405 566 678 782 891 960 
41 108 296 377 472 533 656 731 801 987 
58 135 296 383 403 513 633 722 892 920 
75 129 299 392 470 570 674 795 890 921 
39 183 272 342 422 587 654 742 894 927 
72 177 234 309 406 583 633 789 895 987 
3 130 289 360 422 508 634 778 888 936 
78 174 276 314 498 563 659 706 843 908 
95 142 281 346 465 563 620 736 869 934 
33 133 297 389 498 572 609 779 900 911 
9 155 299 302 420 557 657 721 825 910 
98 154 253 395 455 515 605 799 889 926 
27 196 229 389 475 592 610 788 812 923 
32 193 266 349 413 556 671 791 896 925 
33 154 295 391 475 512 637 798 866 942 
28 123 264 389 467 573 632 770 870 997 
1 131 251 333 479 531 674 728 861 940 
97 106 245 399 490 584 604 743 824 971 
48 102 203 319 450 517 661 720 824 968 
72 106 224 398 500 550 609 702 830 913 
78 152 250 383 422 587 669 739 893 926 
94 103 219 376 413 504 623 798 896 911 
90 103 277 347 444 560 625 768 813 913 
67 103 253 322 461 546 636 722 820 921 
58 151 268 341 428 526 684 775 875 917 
55 175 294 357 410 544 677 746 815 979 
20 154 247 304 486 578 612 722 898 919 
89 178 217 322 453 529 622 763 869 901 
56 148 268 312 464 565 612 736 829 989 
41 180 238 344 478 578 647 774 888 992 
51 157 234 301 438 572 648 763 843 917 
33 111 259 319 414 520 609 704 866 901 
55 148 261 379 415 523 609 741 841 943 
9 180 284 353 457 569 676 706 898 981 
80 116 296 364 461 522 637 768 815 970 
38 113 290 350 415 560 642 775 883 964 
86 141 245 358 406 506 608 772 813 975 
39 167 213 357 432 577 611 764 872 949 
76 114 291 351 405 535 685 757 844 935 
39 121 260 344 420 594 636 758 817 984 
39 159 210 393 456 558 618 726 863 974 
65 173 291 343 421 587 681 717 871 994 
84 145 240 329 463 549 646 722 829 931 
26 190 284 368 452 566 653 729 823 994 
51 166 296 306 436 596 619 719 803 945 
4 131 239 304 494 551 652 759 895 954 
35 125 270 390 416 508 601 729 861 999 
74 110 262 359 479 595 673 772 825 966 
61 150 286 395 446 557 672 716 810 912 
98 153 233 393 485 531 680 796 813 904 
72 160 267 340 442 569 617 758 843 958 
72 115 237 378 418 543 695 757 824 959 
96 174 282 304 487 598 612 751 893 990 
10 141 223 341 429 549 645 717 844 1000 
50 149 236 364 442 558 653 740 811 962 
29 173 266 344 446 523 657 775 869 983 
20 109 222 385 500 514 617 770 841 993 
90 120 278 396 435 532 637 763 802 964 
66 150 248 338 441 534 634 766 848 930 
48 183 298 354 440 581 609 715 815 970 
16 181 215 356 450 577 647 740 867 919 
3 136 282 379 449 525 657 711 890 958 
64 126 281 323 415 503 634 708 841 938 
68 156 222 373 427 577 611 792 898 914 
12 119 243 372 457 580 685 702 897 903 
49 129 253 329 498 505 625 745 854 957 
41 168 284 366 418 593 652 778 868 965 
32 176 222 400 441 563 657 722 843 915 
43 193 233 344 444 516 628 703 869 934 
12 139 252 339 467 514 687 792 876 917 
90 125 283 311 445 581 665 715 871 992 
51 178 298 340 499 503 682 739 891 934 
75 193 277 397 415 503 696 798 880 908 
89 134 224 307 477 516 635 738 877 961 
24 196 222 381 476 522 638 765 855 906 
72 131 251 313 500 505 674 775 896 957 
76 180 298 381 445 532 661 770 873 939 
70 165 266 390 425 599 690 702 824 998 
72 121 271 372 464 503 608 764 816 997 
87 146 228 391 455 595 641 785 820 996 
65 194 290 347 415 525 605 768 868 927 
89 160 288 378 486 554 622 779 838 959 
46 177 283 302 406 507 665 786 863 940 
83 123 275 351 442 502 649 777 842 952 
26 105 255 330 477 567 656 742 832 965 
87 179 221 314 427 502 648 745 812 999 
86 126 277 329 435 525 653 773 876 964 
3 196 298 391 497 531 682 751 876 907 
86 119 261 330 479 590 635 711 808 901 
29 198 209 332 488 573 618 755 823 946 
32 113 209 326 497 517 616 778 864 931 
77 119 292 389 459 551 641 739 865 957 
86 164 226 370 411 563 608 710 846 908 
61 200 222 322 468 543 668 791 867 927 
11 174 215 396 470 562 675 749 824 968 
97 166 278 383 423 513 608 769 838 945 
43 127 299 392 479 522 611 750 844 986 
24 181 253 379 493 560 642 778 831 991 
50 113 270 393 423 556 645 792 851 921 
5 189 258 375 452 542 688 728 821 925 
93 181 232 391 417 507 653 704 868 903 
93 144 253 399 500 515 602 796 808 965 
66 179 242 393 421 564 608 777 817 947 
65 110 295 307 496 559 635 754 873 931 
61 183 249 336 444 534 674 755 872 990 
27 200 276 359 448 556 626 718 805 989 
82 199 263 388 439 576 604 766 847 928 
26 129 246 340 433 576 630 716 881 949 
22 191 285 398 425 596 640 718 868 975 
38 135 296 358 419 507 667 748 820 924 
69 142 294 374 457 585 618 796 831 982 
53 188 229 338 454 561 643 763 815 929 
51 180 251 367 491 568 631 798 899 993 
52 168 283 301 500 583 660 762 813 998 
32 184 294 329 489 508 623 746 809 977 
43 143 280 381 487 574 636 703 810 952 
65 130 278 359 442 507 624 792 880 957 
90 192 222 374 479 592 636 705 893 967 
81 138 239 333 471 545 611 769 884 939 
86 153 275 322 418 505 687 739 829 973 
28 171 243 302 440 586 644 710 876 950 
83 121 246 346 403 564 682 800 858 937 
26 142 289 390 447 567 647 777 835 912 
87 182 264 369 443 565 604 781 829 966 
98 186 298 378 493 546 615 720 818 901 
43 140 279 380 414 548 619 785 865 935 
65 195 271 386 411 542 618 773 885 947 
80 196 238 366 486 560 667 793 847 951 
58 169 210 348 462 587 657 796 820 990 
43 125 207 395 431 595 602 744 817 948 
36 132 262 339 414 544 618 739 804 952 
100 189 283 363 401 507 660 763 825 930 
62 184 294 311 481 515 661 782 867 952 
37 168 298 356 423 585 642 742 824 906 
57 125 216 351 421 573 643 704 850 928 
71 189 294 350 448 584 615 717 869 1000 
66 102 269 400 445 521 647 731 870 925 
14 123 255 381 414 542 602 768 861 988 
86 185 300 358 433 590 693 782 857 981 
12 159 287 390 441 509 612 709 890 911 
67 165 284 373 474 555 613 765 898 920 
45 134 203 365 410 563 616 791 804 962 
16 175 282 383 454 515 645 728 880 936 
42 167 298 336 408 584 639 741 876 971 
39 196 295 308 478 548 658 730 828 947 
45 162 261 362 468 523 656 741 894 927 
100 123 231 386 454 552 697 760 895 941 
53 177 223 371 414 532 602 779 896 922 
25 132 230 360 492 539 680 753 867 963 
90 189 256 350 413 568 606 778 801 916 
86 177 261 372 446 527 604 743 807 924 
87 121 239 368 439 553 604 798 814 954 
92 155 275 383 412 548 603 771 880 976 
71 179 222 370 449 583 629 716 806 954 
65 149 218 373 416 530 675 763 826 996 
7 149 256 385 452 539 637 704 802 912 
82 131 253 392 447 531 673 709 895 905 
75 191 262 399 481 535 601 790 852 944 
54 139 229 346 488 519 690 724 885 931 
98 159 204 341 431 577 637 741 843 964 
11 167 264 315 423 514 646 765 861 978 
62 134 254 383 493 523 692 763 859 981 
68 196 268 307 436 574 688 793 857 952 
11 122 203 303 420 591 618 709 890 907 
65 120 205 361 476 504 631 754 896 903 
43 147 294 377 428 557 650 716 878 916 
62 105 261 337 462 592 678 775 867 937 
50 145 275 397 494 515 678 737 825 988 
26 182 230 305 471 579 685 775 864 980 
76 130 259 390 468 521 620 783 896 995 
8 141 283 396 433 566 633 710 831 903 
54 137 203 397 428 544 676 746 822 959 
58 163 203 353 500 561 674 792 857 985 
51 181 236 307 430 574 699 763 886 981 
20 107 271 340 443 554 679 789 890 982 
44 123 299 394 461 567 633 704 870 997 
14 167 211 373 439 578 616 799 874 917 
53 103 285 327 499 552 696 791 887 921 
42 166 275 344 497 520 611 750 893 915 
85 180 250 352 425 514 648 751 828 960 
11 123 296 322 459 514 651 717 881 968 
59 164 232 351 429 589 693 765 818 943 
37 104 285 397 434 567 662 722 832 911 
36 144 296 333 425 587 669 786 815 966 
91 107 237 331 403 502 640 703 816 903 
96 141 298 340 435 555 655 756 890 987 
8 188 201 331 407 580 678 772 875 931 
23 179 269 302 498 543 618 763 853 970 
16 154 281 370 490 596 622 779 831 997 
36 168 282 375 487 566 647 755 847 971 
57 152 206 319 468 580 681 732 886 955 
19 185 230 302 430 514 697 760 877 916 
83 191 205 372 409 527 613 764 820 986 
17 129 273 396 473 596 691 778 897 923 
96 160 217 334 405 598 683 795 891 916 
33 125 256 339 440 514 612 750 862 978 
21 148 252 340 429 562 632 798 816 918 
10 155 262 317 441 538 668 702 889 986 
10 189 220 400 447 526 647 777 891 921 
92 197 246 382 409 536 623 715 869 918 
81 132 203 341 492 574 685 777 854 998 
8 152 234 335 463 592 620 761 882 999 
47 151 251 340 479 529 641 753 847 948 
16 126 222 375 402 539 655 777 811 909 
96 103 253 353 486 521 604 737 826 921 
7 101 255 308 480 571 605 759 849 983 
87 110 278 382 433 516 628 747 895 994 
98 143 255 337 443 598 686 782 828 972 
29 187 291 360 452 521 641 764 812 912 
15 141 289 358 441 561 616 702 841 996 
65 130 234 353 437 548 602 791 858 989 
36 152 255 367 427 528 613 755 889 910 
53 110 288 323 456 502 651 738 889 966 
30 115 227 314 415 578 681 777 889 933 
95 102 206 337 485 520 627 732 899 993 
32 101 212 347 413 572 698 790 876 973 
8 135 209 382 463 523 655 750 867 970 
55 162 269 362 499 522 627 740 880 919 
56 184 215 332 450 503 683 714 899 977 
72 103 208 366 484 562 604 729 803 930 
28 194 246 346 463 509 617 708 838 964 
38 174 251 379 442 542 673 708 900 932 
95 200 236 382 418 524 650 750 845 1000 
38 155 273 336 467 590 644 740 815 957 
77 161 282 318 417 556 674 725 892 937 
52 199 274 324 417 505 613 780 807 973 
28 174 269 330 422 511 642 776 884 956 
93 145 290 358 464 585 632 720 803 955 
68 179 201 352 463 548 620 765 849 927 
69 104 202 330 414 537 632 798 859 952 
9 133 201 330 418 520 631 767 857 988 
39 129 294 314 412 580 618 768 835 994 
76 104 227 313 429 517 657 784 865 923 
1 147 252 338 448 558 687 799 872 912 
85 134 280 323 419 540 607 770 848 977 
95 139 293 371 458 573 630 742 853 977 
15 170 291 332 498 541 639 709 859 963 
50 182 287 382 414 576 671 786 801 964 
63 115 214 325 472 577 621 790 894 993 
47 155 235 302 463 536 686 791 809 907 
3 132 254 364 456 557 688 717 835 912 
25 175 278 331 445 556 608 737 824 904 
90 117 293 388 488 576 681 718 856 970 
36 128 239 357 476 524 663 761 899 984 
26 168 295 303 495 530 686 789 830 914 
77 175 259 398 430 550 611 707 874 911 
22 151 287 342 480 596 683 747 888 927 
28 113 244 327 452 549 661 730 873 913 
87 148 219 322 455 504 672 755 821 917 
62 158 253 309 473 592 644 732 865 959 
59 180 262 351 433 522 648 709 884 908 
61 188 244 380 405 557 605 741 853 934 
83 116 242 384 416 569 665 786 835 956 
44 179 258 301 487 565 603 740 850 971 
33 132 252 382 452 536 608 720 871 942 
100 103 212 383 491 593 676 778 847 913 
40 160 206 335 413 560 624 706 842 954 
93 128 295 338 420 567 658 794 856 967 
75 127 269 311 480 510 602 794 883 982 
28 181 256 357 455 507 698 713 875 973 
62 194 221 350 442 571 613 715 816 907 
23 108 253 342 472 511 693 744 852 902 
31 161 281 360 455 548 668 748 851 984 
10 147 206 365 452 507 680 782 801 963 
21 161 217 358 458 539 618 759 896 918 
36 135 219 309 472 505 614 779 883 919 
94 122 287 395 478 577 679 783 870 952 
50 146 207 397 431 543 653 781 850 951 
99 187 254 301 460 542 636 774 848 976 
7 191 242 382 490 577 639 711 887 977 
47 175 257 345 413 547 618 769 872 966 
33 173 264 336 482 566 609 749 848 947 
80 190 287 394 464 528 604 781 846 986 
23 155 217 317 416 527 631 759 858 998 
51 146 259 393 473 594 647 717 815 927 
58 155 256 375 406 565 658 762 805 908 
13 154 267 350 454 509 608 774 823 983 
35 162 229 336 413 528 670 789 893 949 
53 173 286 394 464 523 665 769 857 990 
44 200 287 397 500 521 673 705 878 950 
79 159 232 369 410 566 622 713 843 934 
1 153 299 392 435 538 629 785 843 988 
15 170 218 303 404 560 664 738 838 942 
21 136 266 342 434 518 676 739 845 902 
97 125 254 349 455 569 625 753 866 990 
84 107 300 310 496 543 682 729 812 994 
23 185 273 302 416 562 694 790 880 945 
36 103 227 305 418 568 668 751 803 955 
50 164 219 333 422 543 699 748 854 982 
45 192 203 327 467 518 648 762 811 942 
14 113 272 344 405 570 634 740 822 943 
88 124 212 317 480 522 670 762 820 912 
21 103 225 313 455 507 654 759 816 925 
44 193 246 340 452 590 671 709 817 982 
2 154 243 377 401 517 632 722 804 985 
39 169 201 324 435 558 671 705 837 916 
68 193 288 364 444 558 611 732 861 993 
55 188 261 376 437 597 676 720 811 935 
70 113 256 385 439 522 657 712 899 973 
39 145 252 347 442 529 683 719 855 984 
39 185 298 354 453 556 683 748 857 964 
37 153 263 361 482 538 640 777 869 964 
83 129 266 363 435 556 602 764 820 996 
26 165 205 328 491 559 650 796 841 937 
76 193 267 323 436 589 682 797 815 980 
82 174 203 381 414 567 621 730 843 952 
47 146 232 321 484 510 651 751 835 969 
66 130 283 322 447 538 616 719 879 993 
48 117 265 323 497 571 607 748 844 967 
91 167 247 307 448 539 679 754 829 922 
56 190 227 390 444 555 655 776 803 990 
32 150 239 355 441 531 622 784 868 963 
63 179 270 354 494 598 620 778 858 901 
75 172 204 339 449 595 607 780 839 951 
91 147 293 374 491 583 606 721 802 913 
4 199 234 367 492 564 653 734 817 914 
63 142 274 343 423 586 699 725 866 932 
57 142 265 385 461 502 692 738 857 963 
13 161 221 317 500 525 653 721 869 930 
96 152 280 394 459 523 607 766 815 975 
57 111 263 334 462 532 635 764 815 996 
87 164 224 368 468 588 670 747 895 922 
74 106 225 301 486 547 689 732 812 902 
65 153 279 314 451 523 675 756 851 931 
60 123 300 377 414 528 631 706 882 925 
66 118 257 337 430 597 700 793 833 910 
72 161 249 304 499 590 688 756 823 964 
32 131 203 313 479 546 619 713 815 911 
46 193 243 361 416 574 659 733 847 961 
99 187 201 309 468 599 672 725 844 904 
22 107 237 396 429 514 657 788 810 984 
41 160 257 394 406 525 637 772 885 985 
38 150 293 363 417 571 625 762 883 930 
18 169 239 326 477 512 690 752 806 911 
65 154 218 320 437 578 659 768 897 902 
96 173 241 363 440 582 686 751 874 919 
40 118 258 335 447 549 630 735 895 952 
26 159 245 311 432 592 606 763 823 911 
54 103 214 307 462 586 632 762 837 981 
44 134 217 370 486 593 685 769 861 977 
44 168 255 350 419 540 683 790 839 998 
59 172 201 340 424 502 682 754 829 995 
65 121 261 382 494 599 639 776 897 959 
92 160 291 390 409 546 669 719 832 907 
85 198 232 317 413 589 685 796 863 971 
23 168 253 355 407 558 609 743 851 983 
26 115 284 301 418 589 619 721 838 901 
31 117 271 342 414 543 618 731 851 993 
94 183 244 348 472 533 661 759 883 933 
7 186 207 322 447 570 647 739 801 926 
38 193 219 322 493 559 641 716 817 958 
4 129 238 382 458 502 690 719 811 970 
40 109 255 382 445 561 605 783 825 988 
79 187 213 371 465 525 676 777 847 965 
58 157 247 306 448 512 687 720 827 934 
42 136 221 323 444 556 652 705 889 979 
19 155 285 314 490 545 653 771 820 946 
19 168 268 307 407 570 631 704 838 967 
39 176 245 353 421 536 637 750 801 961 
3 188 202 338 482 540 696 795 833 935 
53 132 238 390 462 562 608 782 835 964 
51 169 244 352 494 533 609 746 853 927 
96 199 236 355 407 593 650 786 877 945 
30 138 249 306 408 542 630 729 853 957 
98 179 257 358 414 554 698 755 881 943 
67 107 257 338 446 579 612 749 895 905 
98 193 243 377 462 579 697 710 869 933 
53 199 298 397 475 528 633 733 857 910 
7 105 201 371 404 594 606 795 897 987 
81 188 223 383 417 502 636 728 874 992 
3 171 252 354 426 570 670 737 825 928 
63 114 298 302 489 598 649 786 852 949 
17 132 287 359 411 521 623 738 824 941 
30 127 278 333 414 536 700 709 888 920 
65 103 235 312 431 532 678 780 841 943 
2 167 229 363 403 533 612 701 810 989 
66 147 299 370 450 542 672 754 848 976 
12 102 227 365 445 523 693 767 809 920 
38 151 256 367 492 541 622 791 876 984 
9 120 209 319 500 518 666 747 861 925 
96 151 252 315 481 564 653 724 894 912 
98 118 209 357 485 507 617 706 802 944 
78 118 253 353 451 557 636 741 880 978 
33 142 244 362 449 556 697 717 860 944 
36 150 239 354 401 505 608 775 898 917 
41 164 292 328 458 556 686 772 802 976 
35 112 253 335 478 541 672 707 846 993 
58 115 260 322 449 583 605 742 876 983 
64 112 256 312 500 518 620 717 849 925 
43 114 256 371 492 556 637 729 835 931 
11 138 290 387 429 509 656 775 886 909 
47 188 204 355 403 600 616 706 805 904 
83 154 201 355 492 522 629 792 817 938 
23 188 208 373 421 510 676 794 857 951 
44 193 219 335 433 597 645 743 820 934 
97 170 225 362 447 565 685 710 815 934 
22 200 209 369 453 563 654 770 813 961 
31 153 268 309 479 528 621 739 859 922 
35 148 225 392 498 564 647 726 843 964 
84 143 273 377 498 532 624 750 833 988 
6 180 213 390 452 530 623 742 856 981 
60 164 262 311 443 564 695 735 808 982 
9 137 248 305 455 574 632 701 866 945 
43 167 250 310 432 554 660 757 876 946 
79 141 254 399 469 525 682 747 821 930 
16 199 272 380 474 569 695 788 809 994 
72 199 295 361 423 551 646 770 893 919 
87 110 208 389 478 546 690 702 872 905 
14 129 258 384 480 561 634 791 860 943 
88 165 238 379 441 519 660 759 821 988 
32 195 299 301 419 508 684 703 873 921 
83 183 254 355 431 533 649 791 895 969 
65 117 255 338 453 534 635 713 841 960 
65 145 237 379 425 586 614 714 875 986 
6 169 291 326 462 541 652 749 811 993 
89 170 271 320 476 545 682 755 807 971 
30 142 246 336 416 558 640 784 816 962 
20 127 250 343 457 536 601 788 848 904 
82 170 215 318 475 512 610 776 857 901 
44 107 212 389 425 588 693 794 855 926 
70 163 261 343 433 557 622 796 875 979 
95 158 218 342 451 594 643 768 833 967 
77 165 272 366 478 550 681 784 893 989 
78 121 238 381 456 528 649 754 875 958 
25 185 244 366 468 581 648 785 847 908 
66 104 239 369 409 600 645 758 810 915 
2 117 291 365 492 569 604 778 850 959 
62 183 225 345 406 585 628 791 844 943 
81 144 299 395 420 572 688 775 824 957 
9 140 225 357 453 538 691 744 884 952 
45 124 289 331 456 590 620 747 873 994 
41 141 210 350 470 583 656 708 870 958 
90 150 218 346 407 575 678 703 880 947 
51 147 256 331 404 540 676 786 874 926 
26 199 287 359 472 549 649 796 802 915 
5 137 278 351 441 556 611 734 801 941 
64 162 213 380 411 581 683 787 879 992 
67 165 202 397 492 575 667 722 840 943 
35 153 206 389 460 592 607 761 888 982 
